marks,n,author,title,date,content_ques
0,347,beebeebee (beebeebee),Re: [心情] 對於結婚生子的未來感到不安,Thu Jul 4 14:54:27 2019,最近面臨結婚和預計做人身邊很多人都問我要怎辦沒怎辦 長輩最低標準降至宴客親戚喜餅拜拜 婚禮和拍照等等都省略加蜜月萬簡單解決但是錢還是飛了 懷孕準備身邊人表示要選好月子中心因考慮到之後更多的花費也沒有其他後援預計 綜合以上結婚加上準備小孩和之後的扶養產生很多壓力在彼此身上對於存款的不安感 明明錢夠月子中心也夠婚禮但每個人都知道成家生子才是荷包減少的開始 而且花費永遠都不嫌多加上連小孩都沒有就開始焦慮小孩教育費等 是否只是最近壓力太大想太多 沒有錢就應該做沒有錢的準備把錢花在滿足長輩的面子花在同儕間做月子的風氣其實錢夠對自己對長輩好是應該的錢不夠會苦了下一代養育小孩沒這麼簡單錢花到剛剛好是一件非常恐怖的事其實簡單結婚公證島內蜜月在家坐月子省下來錢非常可觀三思
0,348,lionling (獅子王),[心情] 對於結婚生子的未來感到不安,Thu Jul 4 11:06:26 2019,最近面臨結婚和預計做人身邊很多人都問我要怎辦沒怎辦長輩最低標準降至宴客親戚喜餅拜拜婚禮和拍照等等都省略加蜜月總共萬簡單解決但是家庭的錢還是變少了懷孕準備身邊人表示要選好月子中心因考慮到之後更多的花費也沒有其他後援預計找月嫂綜合以上結婚加上準備小孩和之後的扶養產生很多壓力在彼此身上對於存款的不安感明明錢夠月子中心也夠婚禮等等但每個人都知道成家生子才是荷包減少的開始加上連小孩都沒有就開始焦慮小孩教育費等是否只是最近壓力太大想太多補充錢目前都夠但對於未來花費有壓力彼此有在存錢和規劃
0,349,charles0939 (charles0939),[新聞] 館長自爆也有私生子？「苗栗議員、年紀,Sat Jun 1 11:46:04 2019,館長自爆也有私生子苗栗議員年紀很大用LINE傳送 聯合新聞網 綜合報導館長爆料自己在外有私生子是苗栗議員年紀很大目前人在國外 圖youtube美麗島電子報董事長吳子嘉爆料指高雄市長韓國瑜外遇生女還給對方數千萬元生活照顧費韓國瑜認為吳的指控完全是謊言是抹黑昨天親自到台北地檢署按鈴控告誹謗引發熱議成吉思汗健身俱樂部館長陳之漢昨天也在直播爆料反諷自己在外面也有1個私生子但不是親生的目前在苗栗當縣議員準備在認祖歸宗館長昨晚在網路直播上表示很佩服政治人物都能知道別人在外面有小三小四更是好奇為什麼吳子嘉能這麼肯定的說出這些爆料館長也表示現在各大政論節目都在討論韓國瑜被爆婚外情的話題會不會哪天政治人物也爆自己在外有小三他更自爆在外面有一個小孩但不是親生的是苗栗的議員目前人在國外最近才剛認的年紀還蠻大的都可以做我爸了苗栗縣南庄國中今年4月收大陸酒商60萬捐款補助營養午餐引發爭議5月苗栗縣國民黨議員鄭聚然在議會說出不管什麼統戰誰給我錢就是爸媽後來演變成鄭與館長陳之漢隔空互嗆館長承諾捐60萬元南庄國中昨天婉拒捐款而館長也在直播說言出必行照樣捐60萬5日會捐出嗆鄭你就是個賣國賊爸不用叫了爾後你自稱賣國賊即可而對於吳子嘉表示要幫忙出50萬館長表示感謝但目前能力所及先不需要utmmediumlinepush影片館長真是太幽默了一次酸兩位政治人物目前有些政治人物行事太誇張需要讓有正義感的館長電一下
0,350,leoth (小貓),[討論] 女女可借精生子，男男找代理孕母麻煩嗎？,Fri May 24 11:50:39 2019,看了今早新聞有一對女同帶4個孩子登記結婚她們說孩子都是找很要好的男性友人借精來受孕生孩子也保證不透露借精男性友人的個資也不會追討養育費用男性友人才願意借精加上她們都是自己有肚皮自己生比較方便那麼換成男同想要孩子只能找代理孕母但難度應該比較高嗎因為他們沒有肚皮又還要代理孕母受苦難才能生下孩子還要出錢安胎坐月子等等感覺男同想要孩子難度應該比女同高一些妳們怎麼看啊
0,351,lifehealth (LIFE),[問題] 請問獨生女和獨生子的心情,Sat Apr 6 23:17:25 2019,想請問家裡沒有兄弟姐妹的成長過程真的會感到比較孤單嗎但父母在不會偏心的情況受到關注和寵愛的感受不也是加倍的嗎想了解獨生子與獨生女會很羨慕有兄弟姊妹的陪伴嗎還是覺得其實自己一個也很不錯會想問這個問題是因為自己目前只有一個小孩但很多人都會說沒有兄弟姊妹很孤單要再生一個陪他一起長大比較好所以想來問問大家的感受真的是像大家說的一樣嗎
0,352,a46911a149 (a149),[問題] 生獨生子的人都在想什麼??,Wed Feb 27 15:48:28 2019,如提近年似乎很流行生獨生子理由不外乎經濟因素或不希望對小孩偏心等等等然而生獨生子的缺點與風險明明一堆遠大過其些微的益處舉例生一個小孩大多得承受一下風險例如小孩可能年輕車禍溺水而死因失戀自殺染病早亡辛辛苦苦花很多錢投資小孩把小孩拉拔長大又是獨生子的話應該沒幾個父母承受得住這種狀況死的是獨生子應該又慘更多了而運氣稍微好一點也可能出現吸毒誤入歧途變89頹廢不工作啃老領22k借錢負債或性格扭曲家暴父母成年後就斷絕聯絡不聞不問等等現象假設一個正常教育的家庭發生以上情形的總機率為五分之一生兩個小孩同時發生該情形就可降為二十五分之一三個小孩降為一百二十五分之一大大降低投資完全失敗的可能就像經濟學上所言雞蛋放在同一個籃子裡是大為危險之事此外只生獨生子雖然小孩不會有兄弟不睦手足不合的風險但也缺少了手足情感佳能互助的機會如果手足情感差最多成年後斷絕往來就是了 會被情緒勒索應該是個人問題但如果合得來也能互相砥礪遇事可互相商量討論手足應該還是有一點普通朋友不好輕易取代的功能獨生子就連這種機會也沒有就像平白少一次抽獎機會 中獎機率也該有二分之一三分之一不至於到很低此外雖然很多現代人都有退休規劃不希望給後代造成負擔但真正老了後會發生啥事仍舊是未知數如果有事情獨生子就得全部自己一個人負擔甚至得一人負擔父母祖父母如果有手足那至少還能稍微分散經濟開支與精神壓力也算方便許多粽和以上生獨生子乍看之下貌似好處很多但事實上無異於先甘後苦留下各種風險 問題 喪失機會把錢通通放在一個小孩上讓小孩從小適應舒適的物質生活如果階級複製成功自然順心如意否則也只會使之進入由奢入儉難的困境生獨生子的人都是受感性驅使以至於做出此不理性的行為嗎有沒有掛
0,353,a1314520a (船到橋頭自然捲),[討論] 獨生子女的你或是只生一個小孩的媽媽們覺,Tue Feb 26 14:25:39 2019,各位女孩們午安我是一位懷孕快五個月的媽媽肚子裡好像是個男寶寶今年豬年覺得身旁很多人都要生豬寶寶覺得生育率哪有低啊跟結婚一樣還是一堆人在結路上公園賣場也是一堆小孩啊我家是只有我和我妹妹兩個小孩上一輩的親戚幾乎都是生23個所以我也有好幾個表姊妹和表哥表弟堂那邊的年紀差太多也不常見面故不算在內也就是說都沒有獨身子女由於跟表姊妹們年紀相仿沒有差到很多歲所以也有好幾個姐妹的感覺都可以互相討論事情例如結婚和生小孩的事情就有好幾個可以討論我家雖然都是女生但其實我媽很想要生個兒子所以他知道我肚子的這隻是男的很高興某種程度上我也不再有生男孩子的壓力老公家和我家是沒有給我這種壓力但隱約還是感覺得到男孩子對傳統家庭來說的重要性老公家族和我家族都是女性比較多的所以第一胎就是男孩覺得不可思議和幸運當時覺得八成一定是女孩知道性別後還去買了樂透跟刮刮樂果然沒有中XD但其實硬要講的話我和我老公比較想要女孩子啦 有人說生女孩比較好生男孩沒什麼用ㄎㄎ回歸重點我們計劃如果要生第二隻計劃在四年後也就是兔年原因也很簡單鼠牛虎比較不喜歡龍年又是一堆寶寶也不喜歡但龍年後又有點晚了不想要兩胎差那麼多歲怕兩隻玩不起來只是寶寶這種事齁也不是說有就有除了機率還有經濟上的考量什麼都是錢啊原本篤定幾年後要拼第二隻女孩的我開始思考只生這隻豬寶寶這件事我小時候跟我妹也會吵架打架甚至也很討厭她過但長大後覺得其實有姐妹是不錯的但這是建立在我跟我妹都是女生的情況下如果是不同性別不知道會不會還這樣覺得如果第二胎又是男孩子我就認了不會再生了攤手所以我想問有獨生子女的人對於家裡只有你一個小孩的心得或想法或是目前只生了一隻或只打算生一隻的媽媽爸爸們的心得或想法想看看各位的想法一起討論
0,354,cute320518 (cute320518),[新聞] 畢業就結婚生子撐不住 台中27K女網友想送,Sat Feb 2 00:22:24 2019,畢業就結婚生子撐不住 台中27K女網友想送養1歲子 聯合新聞網 綜合報導一名女網友大學畢業就結婚生子家裡經濟負擔重因此打算送養1歲多的孩子圖片來源聯合報系資料照一名女網友近日在網路上發文表示自己大學畢業就結婚生子生活吃緊因此詢問是否有管道能送養孩子文章一出即引發網友熱議台中一名女網友近日在Dcard發文表示自己和先生不是先有後婚是大學畢業就結婚小孩目前1歲多兩人從事服務業但因為是排班制很難移出時間照顧小孩再加上夫妻倆薪水不高因此女網友表示真的快撐不下去真的有那種管道是可以給人領養嗎文章一出引發眾多網友討論有網友表示令人傻眼奇文共賞有結婚又怎樣都大學畢業還不會評估自己的經濟能力嗎養不起是現在才知道嗎當生小孩是辦家家酒嗎而該名發文的女網友隨後也回應網友問題指出自己的薪水2萬7000元先生2萬9000元另外還要負擔8000元的房租先生也要給家裡1萬元有網友問公婆知不知道這件事知道的話應該不會還要孝親費吧該名女網友則回應公婆目前還不知道該名女網友也表示現在養小孩變成0存款我們又不是公務員沒有退休金以後要靠什麼生活我希望自己有基本存款年老時可以支付基本開銷面對網友質疑只是不想降低自己生活品質而已生之前沒有存款該名女網友則回應從大學到現在我絕對不買超過萬元的手機我用最便宜的台灣之星月租我生之前要給孝親費生之後才不用我才畢業2年我收入不到3萬前2年我都在付學貸這樣存不到錢他一直都給1萬的孝親費另外還要學貸所以他也沒存到錢有網友指出自家存款也幾乎等於0且家裡單薪一個月能動用的錢大約和你家差不多我爸媽的做法就是他們現在花錢養我以後我賺錢養他們但該名女網友認為無法確保自己小孩以後賺多少而且生的小孩以後成家立業也有生活開銷有網友問老公是否也同意送養小孩女網友則回他也覺得養小孩很辛苦因為他還要給1萬的孝親費但他還不知道但他沒有想送養的意思吧他知道不會離婚嗎該名女網友另表示目前還沒有送養小孩以前是生很多小孩養不起才送養幾個現在怎麼二人養一個也養不起好奇怪喔
0,355,Princess77 (愛我),Re: [討論] 獨生子女真的會寂寞嗎,Fri Feb 1 17:38:50 2019,自己本身是單親獨生女可是如果問我小時候會不會覺得孤單寂寞老實說從沒覺得過耶可能我是從小電視兒童的類型幼稚園的時候 就是錄影帶循環龍貓小叮噹 西遊記 這兩捲 看過沒有百遍 至少也有50次上小學後 就是八點檔看過民視的狀元親家 賈靜雯版的梁祝 飛龍在天梁祝比飛龍還早 賈靜雯演的祝英台不錯不過最鍾愛的還是華視 我八點檔算是死守華視看過懷玉公主 倚天屠龍記 蘇有朋記得當年華視首播 因為開天窗播不出來就重播一檔蘇有朋的舊戲 我整個超氣中視的楊佩佩武俠系列 我都不愛看 只愛看還珠跟情深深雨濛濛情深深雨濛濛算是我心中電視劇no1台視的話 記得6歲時 寒假還是周末 跟媽媽看過一檔蕭薔跟陳俊生演得燕雙飛 片頭曲是紅豆結局女主角死掉 男主角吞安眠藥在浴缸自殺算是震撼到我當時小小心靈然後看完八點檔 還有一些周間的綜藝節目胡瓜跟李蒨蓉主持的 世界非常奇妙算是比較早期的旅遊益智節目 非常好看然後算是小小年紀就開始看一些很超齡的節目類戲劇系列 藍色蜘蛛網 玫瑰瞳鈴眼 台灣變色龍 新法中情全集 XDDD可能因為我時間跟心思都花在電視上了老實說 從沒在意過 有沒有兄弟姊妹一起玩會不會孤單寂寞耶而且看我堂姊他們家 兩個姊姊小時候會打跟欺負弟妹還覺得幸運沒有在他們家也不需要看電視 廣告就得轉台看別人喜歡的所以其實不要幻想 獨生子女在家就一定很寂寞啦我真的沒有這種感覺過阿 對了 我81年次 真心覺得小時候至少還經歷過台灣電視好看的尾聲所以很豐富 不無聊總覺得現在獨生子女要靠電視解決無聊 可能也難 XDDD
0,356,caeasonfb (eason),[新聞] 畢業結婚生子撐不住 台中27K女網友想送養,Fri Feb 1 09:55:20 2019,畢業就結婚生子撐不住 台中27K女網友想送養1歲子一名女網友近日在網路上發文表示自己大學畢業就結婚生子生活吃緊因此詢問是否有管道能送養孩子文章一出即引發網友熱議台中一名女網友近日在Dcard發文表示自己和先生不是先有後婚是大學畢業就結婚小孩目前1歲多兩人從事服務業但因為是排班制很難移出時間照顧小孩再加上夫妻倆薪水不高因此女網友表示真的快撐不下去真的有那種管道是可以給人領養嗎文章一出引發眾多網友討論有網友表示令人傻眼奇文共賞有結婚又怎樣都大學畢業還不會評估自己的經濟能力嗎養不起是現在才知道嗎當生小孩是辦家家酒嗎而該名發文的女網友隨後也回應網友問題指出自己的薪水2萬7000元先生2萬9000元另外還要負擔8000元的房租先生也要給家裡1萬元有網友問公婆知不知道這件事知道的話應該不會還要孝親費吧該名女網友則回應公婆目前還不知道該名女網友也表示現在養小孩變成0存款我們又不是公務員沒有退休金以後要靠什麼生活我希望自己有基本存款年老時可以支付基本開銷面對網友質疑只是不想降低自己生活品質而已生之前沒有存款該名女網友則回應從大學到現在我絕對不買超過萬元的手機我用最便宜的台灣之星月租我生之前要給孝親費生之後才不用我才畢業2年我收入不到3萬前2年我都在付學貸這樣存不到錢他一直都給1萬的孝親費另外還要學貸所以他也沒存到錢有網友指出自家存款也幾乎等於0且家裡單薪一個月能動用的錢大約和你家差不多我爸媽的做法就是他們現在花錢養我以後我賺錢養他們但該名女網友認為無法確保自己小孩以後賺多少而且生的小孩以後成家立業也有生活開銷有網友問老公是否也同意送養小孩女網友則回他也覺得養小孩很辛苦因為他還要給1萬的孝親費但他還不知道但他沒有想送養的意思吧他知道不會離婚嗎該名女網友另表示目前還沒有送養小孩心得 台灣少子化已經是國安層級的問題 社會大眾對於在這種不友善的大環境下還勇於生小孩的人尤其是要懷胎生子 的弱勢女性應多些鼓勵及同理心用國家社會力量給予幫助而不是沒有設 身處地的責難至於那些說風涼話的鄉民等他們有小孩就知道
0,357,purin88 (原來我是憤怒的鄉民),[討論] 獨生子女真的會寂寞嗎,Wed Jan 30 06:11:03 2019,我家有三個我是大姐也是家裡最不受寵最疼的是老夭一直幻想若只有我一個豈不幸福死爸媽寵著疼著所有好的都給我也不用擔心爸媽偏心也不用在分配財產時寒心爸媽只把房子登記在弟弟名下這麼多好處可是到處都提倡生一個太少會寂寞的話但對我而言兄弟姊妹只是來爭寵沒有任何益處我還倒希望只有我一個就好請問獨生子或女真的會寂寞嗎
0,358,glory5566 (榮耀5566),Re: [討論] 如果你沒有結婚生子，社會上沒人瞧得起你,Sun Jan 27 20:17:58 2019,這方面的標準男性聽很多了啦幾歲前破處才是男人沒去酒店玩過不是男人沒有嫖過沒有玩過的不是男人結婚前要交過很多個 跟一堆女生有過經驗再結婚的才是男人這些話還不是89講 而是長輩還是貌似正經的朋友講的而且現在社會還會一堆人附和這樣的標準講難聽一點台灣社會對男性的要求 就算你今天發明鋼鐵人裝備蟲洞跳躍的理論 還是核融合反應爐的商業運轉只要你對女性的經驗不夠多 還是會被人看不起認為你的社會成就不如交過很多女友的89
0,359,Rogerisme (I'm Roger),Re: [討論] 如果你沒有結婚生子，社會上沒人瞧得起你,Sun Jan 27 19:18:26 2019,你把這下面幾個年輕時就結婚生子的名單給他參考這些人那位長輩應該也認識不知道那位長輩瞧不瞧得起他們陳進興連勝文吳祥輝段宜康吳敦義白狼張安樂還有很多但我一時之間只想起這些人有其他人能補充嗎 
0,360,Birthday5566 (生日5566),Re: [討論] 如果你沒有結婚生子，社會上沒人瞧得起你,Sun Jan 27 18:52:14 2019,沒錯壓不要說什麼作自己好自在 那葛都騙人的主流社會 就是要女姓找多金專情帥氣的另一半然後自己也不能太難看 還要有高學歷 高收入 有主見啊不然理科太太是在紅啥小她就是符合許多女性的理想形象才紅的鴨我們這個社會很混亂 der我們注定從格格不入的怪胎跟心事重重的演員中選擇一個身分過活
0,362,lovekimbum (千山暮雪 隻影向誰去),[閒聊] 單親又是獨生子女的話 ?,Sun Jan 20 21:21:53 2019,好奇想問問板上有沒有人一樣是單親獨生子女的想問問 有沒有人一樣面臨 爸媽其中一方離婚後經濟比較弱勢的我家的狀況是 爸媽在我很小就離婚了從那之後 週間平日跟爸爸住 週末去媽媽家 外婆家媽媽曾經努力存錢房貸 買了一間大樓小套房但不幸後來遇到921 即使921過了56年後才賣因為房貸付不起了賣的價格 扣稅扣一扣給房仲佣金比當初買的價格剩大約一半 還完房貸就沒了前年外婆過世後 外婆的房子給三個舅舅分了我媽兩位阿姨因為傳統觀念 女生沒得分所以都沒有權利 現況就是我媽仍然可以繼續住但我媽一直有不安感 覺得萬一哪天房子突然就賣了要住哪 經濟狀況也本來就不好了要怎麼多負擔房租想問有人有類似情況的嗎 都怎麼解決的呢
0,363,s9511254 (寶妮塔寶妮塔),[討論] 身邊的富二代好像都是獨生子女,Wed Jan 2 18:35:04 2019,上了大學之後身邊的貧富差距就會浮現出來沒錢的一般人可能就是放學拚了命的打工賺錢也會有些人開始遊戲人生我的學校並不是特別用功上進的那種名校你們所謂的學店生比比皆是但我發現那些特別有錢生活無憂無慮的同學似乎都是獨生子女他們爸媽花在他們身上的錢明明都可以養兩三個小孩了是擔心以後繼承遺產時會吵架嗎還是其他理由
0,364,pipiboygay (喜歡男人的男生),[閒聊] 女生和獨生子交往或結婚還會有壓力嗎?,Sun Dec 23 09:14:04 2018,請問現代的女生跟獨生子交往或者結婚的話還會有像過去那種傳宗接代必須和公婆同住之類的壓力嗎還是已經比較沒有這方面的困擾了呢像小S嫁的也是獨生子至今也未生出兒子可是婚姻和家庭依舊甜蜜幸福過去那種嫁獨子的負面壓力就現在台灣的社會風氣和環境來說或許沒有完全消失但是不是真的少很多了嗎從以前到現在和N個不同國籍不同類型年紀的男人交往過可是不知道為什麼都沒有一個男人能真正讓我真心想定下來說
0,365,pipiboygay (喜歡男人的男生),[心情] 真不可思義.前男友已經結婚生子當爸爸了,Wed Oct 17 23:48:04 2018,我到現在都覺得不可思議也真是有點難以相信我的前男友真的跟別的女生結婚了而且現在還當爸爸了我的天哪實在太難想像了因為我到現在都還記得當時我們交往時他的模樣耶真的是很難把他的樣子跟為人父母的模樣連結在一起而且我一直覺得他應該是會一輩子當花花公子的那種只會不停換床伴不會忠於誰的因為我們當初會分手就是我發現他有跟別的學弟搞曖昧但他們有沒上床我就不確定了但是沒想到現在他居然跟一般的新手爸爸沒啥兩樣完全看不出過去他是多麼花心真不知道他老婆到底是怎麼馴服他的也很想知道他為什麼會跟女生結婚呢當初我問過他有跟女生做過愛嗎怎麼發現自己是喜歡男生的他說他看到男生比較有感覺看女生不會有反應很小就知道但大概他國中才確定的他跟我說他跟女生做沒有辦法硬但現在看來當時他應該是騙我的不然小孩怎生的不過還是很替他高興啦他現在都入港停泊了而我還在飄飄蕩蕩孤身一人的我也要繼續努力希望台灣同志婚姻合法的那時候我也可以找到安穩的港灣停歇從今天起勉勵自己告別過去的荒唐重新開始新的人生希望能在離開這個世界之前真正的為其他人貢獻付出
0,366,takizawa5566 (本島皇民 <U+6EDD><U+6CA2>),[閒聊] 早婚早生子的女生,Sat Oct 6 17:45:27 2018,此文純粹閒聊一下不要戰不要亂謝謝其實我想聊這個是因為我有發現我女友身邊非常多的女性友人都很早結婚生小孩她那些早婚早生子的朋友通常有以下三個共同點1老公是富二代或小開2老公大女生很多歲經濟狀況比女方穩定很多3雙方年紀或者經濟狀況都差不多純粹不小心有了為了負責任而結婚這是我觀察到的可是當我這樣跟我同事聊的時候我同事說我這樣太以偏概全了早婚早生的女生不一定都是以上那三種情況可是沒辦法我也不是故意要這麼覺得但我身旁的案例我觀察到的就真的是這樣嘛各位覺得呢
0,369,dan5209 (),[閒聊] 有剩下也是七年級還沒結婚生子的人嗎?,Fri Sep 28 19:24:07 2018,最近今年真的不少人結婚生子的我參加同學親朋友的喜宴就很多場了我觀察身邊的朋友都剛生完一胎接著又一胎特別又是新竹或台中台北我每次去觀光路上都看到很多新婚媽媽推著嬰兒車逛街然後生子後的朋友圈也是更換聊天話題也是圍繞在小孩或先生上面然後社會的期待感跟角色也不同隨著時間的流逝彷彿過了35歲年紀大了感覺就不被社會討論重視了這種感覺蠻奇妙的新陳代謝新生與蛻變從45年級到了現在7年級的社會主力89年級也暖身中準備上場接棒只能說時間真的是公平的七年級來講最大的也3637歲了也有像是我一樣還是仍單身未婚的嗎
0,370,ymuit (眼眸之珠),[新聞] 【暖流】男6歲車禍截肢 感恩娶妻生子卻,Fri Jul 27 22:11:46 2018,注意每人每日限發一篇新聞新聞標題 暖流男6歲車禍截肢 感恩娶妻生子卻罹癌 平凡幸福也被奪走新聞內容 基金會編號A447932歲的阿貞黎夢垂貞照料罹肺腺癌先生阿清吃藥3歲兒子小齊見狀爭著從媽媽手中拿起藥丸放進爸嘴裡45歲阿清黃國清吞完藥說老天讓他罹癌這是命我不能怨但孩子還這麼小能做的就是努力往前走一定要活下去阿清摸著僅剩一小段的左大腿說他6歲時因車禍意外截肢國中畢業出社會工作近10多年在工廠當作業員每月只能賺2萬餘元還夠簡單度日6年前到越南相親結婚太太不嫌我少條腿願意跟著我我們夫妻感情很好3年前又生下兒子小齊像我這樣殘障的人有妻有兒這樣人生已經覺得滿足了怎知人算不如天算阿清嘆氣搖頭接著說今年3月因胸疼難耐就醫查出罹肺腺癌第4期4月已動手術切除病灶正進行放療中已無力工作一家平凡的幸福被這病打亂沒有了子才3歲不能讓他沒爸爸採訪時見3歲小齊只會說越南話中文只會叫爸爸阿清說小齊9月大時太太想外出工作分擔家計住在隔壁的媽媽有心臟病無力看顧又沒錢送托嬰中心只能送回越南娘家讓岳父母幫忙帶每年約寄4萬5000元台幣資助養育費今年5月因簽證到期小齊也該上幼稚園學中文才由岳父母送回台灣小齊很聰明才23天就學會叫爸爸每次聽到孩子叫我一聲爸身體的疼痛就能減輕一點我一定能把病治好不能讓小齊變成沒爸爸的孩子一旁太太阿貞說當初見老公雖行動不方便但態度老實又誠懇就決定嫁來他這些年家裡一直沒過得很富裕連洗衣機都沒有可是老公對我很好又努力工作證明我沒看錯我認為錢慢慢賺慢慢存以後日子總會改善的怎知又遇老公罹癌妻心疼夫受苦我心跟著痛阿貞哽咽又說老公從小就身殘現在又罹癌心疼他命運這麼不好看他受這些苦我的心也跟著痛阿清說這些年夫妻共賺約4萬元左右慢慢償還之前生活娶妻共借貸約30萬元原有約3萬元存款早已用光如今太太陪他治療沒法上工煩惱一家3口不知如何度日阿清說他少一條腿剩下右小腿又因當年手術植皮留下皮膚焦黑後遺症從小到大別人異樣眼光從沒有少過也經歷不少被歧視情況連娶老婆面談都跑了3次移民官才相信是我們不是假結婚幸好我個性樂觀我只看我有的不看我沒有的沒有腿至少還雙手能動穿上義肢就能站著工作一整天日子能過就好阿清苦笑說這次癌症來襲我也是往好處想醫生沒直接宣判死刑還願意幫我手術也還能做放化療代表還有機會我相信我一定能活下來能再工作養家阿貞說她天天鼓勵阿清心情想開一點積極治療就會沒有問題但我內心其實很怕很怕他如果不好了孩子還小我一個人要怎麼把他養大阿清67歲媽媽阿鳳婆說當年阿清車禍醫生宣佈病危雙腿都要截肢兩老花上百萬元沒日沒夜照顧才將阿清救回來保住右腳現在看他罹癌我當媽的怎不心酸怎不心痛一想到他有可能丟下我們2個老人家早知當初沒救活就算了心才不會痛2次阿鳳婆說夫妻育有4子1女其中1子已逝阿清排行第4小兒子阿圳3年前出現幻想幼想總說看到死去的二哥醫生說他有躁鬱症吃藥後整天昏昏沉沉已沒法工作我們就靠老年年金和阿圳的補助1萬多元應付三餐生活在經濟上沒能力幫阿清3口為中低收僅有身障補助4872阿清出嫁外地的姐姐阿娟說自己先生罹肝癌在3年前去世如今她單親養國中孩子手頭很緊我知道癌症病人做治療的很痛苦常鼓勵阿清要忍耐撐過病就會好我只能偶而湊出幾千塊幫忙一有空就弟愛吃的食物來探視當地村長說阿清雖身體殘障但一直很勤奮工作有責任心又顧家只是鄉下地方工作待遇真的都不好平時難有積蓄已協助申請公所急難金盼他能度過難關當地慈善會表示阿清一家為中低收月領身障補助每月4872元如今需長期抗癌生活醫療開銷有所不足已協助單次急難金1萬元並轉介至蘋果慈善基金會基金會訪視後已自讀者不指定捐款撥急難金暫紓困韓旭爾綜合報導新聞連結心得 請點上面的連結可以看受訪影片也有捐款資料 希望阿清多加油癌症雖然不容易治好所以必須長期抗癌 祝褔阿清一家人平安地渡過難關 才能重新過著平凡知褔的生活 根據板規9需附心得至少二十字繁體中文字
0,371,Wannabehappy (追尋自我),[閒聊]怎麼看自己追了很久的偶像結婚生子？,Sun Jul 22 14:31:35 2018,不知道大家對於自己追了很久的偶像結婚生子或是進入人生的新的階段是怎麼看的例如周杰倫結婚到現在生了兩個小孩或是一些韓星年紀到了要去當兵了偶像交女朋友男朋友到結婚生子會有人感到難過大哭嗎還是真心祝福覺得只要他們過的幸福美滿就好曾經問過身邊幾個愛周杰倫很久的粉絲都說真心祝福他看到他幸福他們也很開心不知道各位是怎麼想的呢
0,372,manysheep (愛與和平的PTT鄉民),[新聞] 百億少東被爆開後宮 不倫生子嗆元配,Wed Jul 18 14:46:18 2018,新聞標題百億少東被爆開後宮 不倫生子嗆元配不被愛的才是小三新聞內容出版時間 本土劇情企業豪門裡的情愛糾結真實上演在國內精密機械業的龍頭集團大兒子高調想把祕書扶正其老父力卻挺兒媳轟出集團大老婆閨密也當線民小三也不甘勢弱嗆元配今日出版的鏡週刊報導台灣精密機械業規模最大的程泰集團亞崴機電股份有限公司2家上市公司少東楊丞鈞妻子長期在國外陪伴女兒他應徵祕書當選妾與游姓女祕書生了一子大方進出豪宅要求樓管祕書叫她楊太太今年端午節以正宮自居參加社區包肉粽活動但大家都知道她是小三楊父力挺兒媳將他趕出集團要他處理好再回來該刊採訪楊妻時她堅持不願透露任何婚變細節只說非常感謝公公的支持沒有他老人家撐不到現在楊妻閨密曾在百貨公司看到楊丞鈞與小三帶著小孩用餐偷拍後line給美國的正宮元配早知情她曾道德勸說小三對方卻引電視劇犀利人妻的台詞嗆不被愛的才是小三還曾說他是愛我的他也需要我我只是暫時讓妳小三在豪宅社區也到處說前面那一個已經被離婚了也對楊妻說妳問問櫃檯妳是什麼身分妳只是前妻等語去年11月控告小三與丈夫妨害家庭目前還未有結果該集團及楊德華父子暫未有回應董事長楊德華挺兒媳婦重視婚姻的承諾與家庭來自早期奮鬥時期有段心酸壹週刊2016年報導創業初期曾遭到老同學抽銀根經理人貪污貨款1982年美國政府為保護該國產業把台灣進口的工具機總量砍楊德華以債養債逼到去借高利貸曾遭黑道拿刀追債最落魄的時候妻子看衰他拋夫棄子跟人跑因此厭惡背叛即時新聞中心綜合報導新聞連結心得延伸閱讀地表最強富爸爸 踢出外遇兒挺媳原因曝光我只是覺得劇情很有趣 分享給大家看果然永遠有比戲劇精彩的現實故事鄉土劇也不過如此吧這位富爸年輕時有夠倒楣 有夠慘富二代果然真的有人挑秘書當挑小三這位小三知道富二代拿不到爸爸錢後 會作何感想呢不過這是少數吧多數是挺自己兒子的
0,373,dan5209 (),[閒聊] 獨生子或獨生女會比較偏自我中心嗎?,Fri Jul 6 21:29:38 2018,表妹28歲結婚後最近生下一個可愛的寶寶家族們也很開心的慶生聚餐表妹是傾向生1個就好但她丈夫希望2個恰恰好因為他講獨生子女未來學齡成長過程中會很孤單且擔心長大後個性會比較偏自我重心無法學習體諒他人獨生子女真的會比較偏自我中心嗎或者是家庭教育的問題或者偏自我中心是人之常情跟有沒有兄弟姊妹無關呢
